RXCUI,NDC,SUPPRESS
830845,68382059616,N
830845,68382059630,N
830845,68382059677,N
830845,68682036890,N
830845,68682099498,N
830845,70518250600,N
830845,70771103101,N
830845,70771103103,N
830845,70771103104,N
830845,70771103105,N
830845,70771103109,N
830845,70934021030,N
830845,70934056430,N
830845,71335026601,N
830845,71335026602,N
830845,71335063401,N
830845,71335063402,N
830845,71335064301,N
830845,71335064302,N
830845,71335083901,N
830845,71335083902,N
830845,71335104301,N
830845,71335106301,N
830845,71335106302,N
830847,00187079630,N
830847,00187079642,N
830847,64455079650,N
830861,00093511298,N
830861,00182822589,N
830861,00228111203,N
830861,00228111209,N
830861,00378522001,N
830861,00378522005,N
830861,00615812739,N
830861,00615837939,N
830861,00781245205,N
830861,00781245231,N
830861,00781245292,N
830861,10370082905,N
830861,10370082909,N
830861,10370082911,N
830861,16729030301,N
830861,16729030310,N
830861,16729030316,N
830861,24658034130,N
830861,24658034190,N
830861,24979002602,N
830861,24979002606,N
830861,24979002607,N
830861,42291018450,N
830861,42291018490,N
830861,42291032850,N
830861,42291032890,N
830861,47335066913,N
830861,47335066918,N
830861,47335066919,N
830861,47335066981,N
830861,47335066983,N
830861,47335067513,N
830861,47335067518,N
830861,47335067519,N
830861,47335067581,N
830861,47335067583,N
830861,50090541600,N
830861,50090541601,N
830861,50742024805,N
830861,50742024810,N
830861,50742024830,N
830861,50742024890,N
830861,51079094701,N
830861,51079094708,N
830861,55154814400,N
830861,55289085330,N
830861,58864060630,N
830861,60687019501,N
830861,60687019511,N
830861,60687019530,N
830861,60687019590,N
830861,62584097480,N
830861,62584097485,N
830861,62584097490,N
830861,63304071805,N
830861,63304071830,N
830861,63304071890,N
830861,63629215301,N
830861,63629215401,N
830861,63739001410,N
830861,63739028331,N
830861,68071307603,N
830861,68071437109,N
830861,68071466403,N
830861,68084005201,N
830861,68084005211,N
830861,68084005230,N
830861,68084005290,N
830861,68382059501,N
830861,68382059505,N
830861,68382059506,N
830861,68382059516,N
830861,68382059530,N
830861,68382059577,N
830861,68682036790,N
830861,68682099398,N
830861,68788723701,N
830861,68788723703,N
830861,68788723706,N
830861,68788723708,N
830861,68788723709,N
830861,68788763401,N
830861,68788763403,N
830861,68788763406,N
830861,68788763408,N
830861,68788763409,N
830861,68788787001,N
830861,68788787003,N
830861,68788787006,N
830861,68788787008,N
830861,68788787009,N
830861,70518101700,N
830861,70518278900,N
830861,70771103001,N
830861,70771103003,N
830861,70771103004,N
830861,70771103005,N
830861,70771103009,N
830861,71335074501,N
830861,71335074502,N
830861,71335074503,N
830861,71335138901,N
830861,71335138902,N
830861,71335161101,N
830861,71335161102,N
830863,00187079530,N
830863,00187079542,N
830865,00378606001,N
830865,51079092401,N
830865,51079092420,N
830865,68462085001,N
830869,00378609001,N
830869,51079092501,N
830869,51079092520,N
830869,68462085101,N
830872,00378612001,N
830872,51079092601,N
830872,51079092620,N
830872,68462056201,N
830874,68682070430,N
830874,68682070490,N
830876,00187204530,N
830876,00187204590,N
830877,68682070530,N
830877,68682070590,N
830878,00187204630,N
830878,00187204690,N
830879,68682070630,N
830879,68682070690,N
830880,00187204730,N
830880,00187204790,N
830882,68682070730,N
830882,68682070790,N
830883,00187204830,N
830883,00187204890,N
830897,68682070830,N
830897,68682070890,N
830898,00187204930,N
830898,00187204990,N
830900,68682070930,N
830900,68682070990,N
830902,00187205030,N
830902,00187205090,N
831054,00093032101,N
831054,00378052501,N
831054,35356090730,N
831054,42799013201,N
831054,55887018390,N
831054,63187076910,N
831054,63187076930,N
831054,63187076960,N
831054,68071424203,N
831054,68071459103,N
831054,68682000910,N
831054,70518268300,N
831055,00187079247,N
831102,00093032001,N
831102,00378013501,N
831102,00378013505,N
831102,35356002700,N
831102,42799013101,N
831102,42799013102,N
831102,51079074701,N
831102,51079074720,N
831102,55289089330,N
831102,63629733001,N
831102,63629733002,N
831102,68682000810,N
831102,68682000850,N
831102,70518109600,N
831102,71335057901,N
831102,71335057902,N
831103,00093031901,N
831103,00093031905,N
831103,00378004501,N
831103,00378004505,N
831103,00615803339,N
831103,35356002600,N
831103,35356086660,N
831103,42799013001,N
831103,42799013002,N
831103,50090045100,N
831103,50090045102,N
831103,50090045103,N
831103,50090249502,N
831103,50090249503,N
831103,51079074601,N
831103,51079074620,N
831103,55154552300,N
831103,55154812600,N
831103,55154819700,N
831103,55289032901,N
831103,58118100708,N
831103,60687057301,N
831103,60687057311,N
831103,63629364901,N
831103,63629364902,N
831103,63629364903,N
831103,63739008010,N
831103,66267058830,N
831103,68682000710,N
831103,68682000750,N
831103,70518082000,N
831103,70934055930,N
831103,70934056330,N
831103,70934085430,N
831103,71335100101,N
831103,71335100102,N
831103,71335100103,N
831193,00187261230,N
831193,00187261290,N
831193,00456261200,N
831193,58864072430,N
831196,62037069630,N
831196,62037069690,N
831215,60505001406,N
831215,60505001408,N
831226,50090305100,N
831226,50090305101,N
831226,62037059705,N
831226,62037059790,N
831226,63629789601,N
831226,63629789602,N
831226,63629823201,N
831226,71335122301,N
831244,00187261330,N
831244,00187261390,N
831244,00456261300,N
831244,58864063514,N
831248,62037069730,N
831248,62037069790,N
831252,60505000804,N
831252,60505000808,N
831252,60505001506,N
831252,60505001508,N
831255,62037059805,N
831255,62037059890,N
831255,71335087901,N
831255,71335087902,N
831285,60505000904,N
831285,60505000908,N
831285,60505001606,N
831285,60505001608,N
831296,00187261430,N
831296,00187261490,N
831296,00456261400,N
831300,62037069830,N
831300,62037069890,N
831309,62037059905,N
831309,62037059990,N
831323,00187261530,N
831323,00187261590,N
831323,00456261500,N
831325,62037069930,N
831325,62037069990,N
831338,62037060005,N
831338,62037060090,N
831347,00187261630,N
831347,00187261690,N
831347,00456261600,N
831349,62037070030,N
831349,62037070090,N
831359,00228111703,N
831359,00228111709,N
831359,00781245705,N
831359,00781245731,N
831359,00781245792,N
831359,24658034690,N
831359,68682037290,N
831360,00187261730,N
831360,00187261790,N
831360,00456261700,N
833217,00093031801,N
833217,00093031805,N
833217,00378002301,N
833217,00378002305,N
833217,00615803239,N
833217,42799012901,N
833217,42799012902,N
833217,51079074501,N
833217,51079074520,N
833217,55154550400,N
833217,55154814000,N
833217,55289033501,N
833217,55289033510,N
833217,55289033550,N
833217,58864010120,N
833217,58864010130,N
833217,60687056201,N
833217,60687056211,N
833217,63739007910,N
833217,68682000610,N
833217,68682000650,N
833217,70518004000,N
833219,00187077147,N
833219,00187077155,N
833219,64455077155,N
833704,60505021203,N
833704,60505021209,N
833705,60505021303,N
833705,60505021309,N
834393,00187077247,N
845488,00054010625,N
845488,00781212601,N
845488,16252057030,N
845488,16729015201,N
845488,16729015216,N
845488,24658020001,N
845488,24658020005,N
845488,55111043801,N
845488,55111043805,N
845488,55111043810,N
845488,55111043830,N
845488,55111043860,N
845488,55111043878,N
845488,55111043879,N
845488,55111043890,N
845488,57237022201,N
845488,57237022230,N
845488,60505287501,N
845488,60687032111,N
845488,60687032121,N
845488,62135027101,N
845488,62135027130,N
845488,65841065501,N
845488,65841065505,N
845488,65841065506,N
845488,65841065516,N
845488,65841065530,N
845488,65862047401,N
845488,65862047410,N
845488,65862047430,N
845488,65862047499,N
845488,68001014004,N
845488,68001042800,N
845488,68084029411,N
845488,68084029421,N
845488,68180058801,N
845488,68180058809,N
845488,68382014401,N
845488,68382014405,N
845488,68382014406,N
845488,68382014416,N
845488,68382014430,N
845488,68382014477,N
845488,76282067001,N
845489,61570011001,N
847042,35356025890,N
847042,55289044330,N
847042,65597010707,N
847042,65597010711,N
847042,65597010730,N
847042,65597010790,N
847055,65597010607,N
847055,65597010611,N
847055,65597010630,N
847055,65597010690,N
847060,65597010507,N
847060,65597010511,N
847060,65597010530,N
847060,65597010590,N
848131,00093781056,N
848131,00093781098,N
848131,00781576031,N
848131,13668032730,N
848131,49884017405,N
848131,49884017409,N
848131,49884017411,N
848131,65862083605,N
848131,65862083630,N
848131,65862083690,N
848131,68180077202,N
848131,68180077206,N
848131,68180077209,N
848134,00078056115,N
848134,00078056130,N
848135,00093780956,N
848135,00093780998,N
848135,00781579431,N
848135,13668032530,N
848135,49884017505,N
848135,49884017509,N
848135,49884017511,N
848135,65862083805,N
848135,65862083830,N
848135,65862083890,N
848135,68180077502,N
848135,68180077506,N
848135,68180077509,N
848139,00078056315,N
848139,00078056330,N
848140,00093780756,N
848140,00093780798,N
848140,00781575631,N
848140,13668032630,N
848140,49884017205,N
848140,49884017209,N
848140,49884017211,N
848140,65862083405,N
848140,65862083430,N
848140,65862083490,N
848140,68180077102,N
848140,68180077106,N
848140,68180077109,N
848144,00078055915,N
848144,00078055930,N
848145,00093703756,N
848145,00093703798,N
848145,00781577131,N
848145,13668032930,N
848145,49884017305,N
848145,49884017309,N
848145,49884017311,N
848145,65862083505,N
848145,65862083530,N
848145,65862083590,N
848145,68180077302,N
848145,68180077306,N
848145,68180077309,N
848149,00078056015,N
848149,00078056030,N
848151,00093703856,N
848151,00093703898,N
848151,00781578731,N
848151,13668032830,N
848151,49884018505,N
848151,49884018509,N
848151,49884018511,N
848151,65862083705,N
848151,65862083730,N
848151,65862083790,N
848151,68180077402,N
848151,68180077406,N
848151,68180077409,N
848155,00078056215,N
848155,00078056230,N
848524,60505021003,N
848524,60505021009,N
854901,00093527156,N
854901,00185077401,N
854901,00185077430,N
854901,00378052401,N
854901,00378052493,N
854901,15955037430,N
854901,15955037450,N
854901,29300012701,N
854901,29300012705,N
854901,29300012713,N
854901,52817027110,N
854901,52817027130,N
854901,63629690701,N
854901,63629690702,N
854901,63629690703,N
854901,65862008701,N
854901,65862008730,N
854905,00093527056,N
854905,00185077101,N
854905,00185077130,N
854905,00378052301,N
854905,00378052393,N
854905,15955037330,N
854905,15955037350,N
854905,29300012601,N
854905,29300012605,N
854905,29300012613,N
854905,49999086600,N
854905,52817027010,N
854905,52817027030,N
854905,61919078790,N
854905,63187087130,N
854905,63187087160,N
854905,63187087190,N
854905,63629517301,N
854905,63629517302,N
854905,63629517303,N
854905,63629517304,N
854905,63629517305,N
854905,65862008601,N
854905,65862008630,N
854905,68071509703,N
854905,68084048711,N
854905,68084048721,N
854905,71335167801,N
854905,71335167802,N
854905,71335167803,N
854905,71335167804,N
854905,71335167805,N
854908,00093324356,N
854908,00185070701,N
854908,00185070705,N
854908,00185070730,N
854908,00378050501,N
854908,00378050505,N
854908,29300018901,N
854908,29300018905,N
854908,29300018910,N
854908,29300018913,N
854908,42799092201,N
854908,42799092202,N
854908,42799092230,N
854908,43063013430,N
854908,43063013490,N
854908,52959024130,N
854908,55887062501,N
854908,63629407501,N
854908,70518194700,N
854908,70518194701,N
854908,71335024001,N
854908,71335024002,N
854910,51285004001,N
854916,00093324101,N
854916,00185070101,N
854916,00185070105,N
854916,00185070130,N
854916,00378050101,N
854916,00378050105,N
854916,00378050110,N
854916,10544017330,N
854916,29300018701,N
854916,29300018705,N
854916,29300018710,N
854916,29300018713,N
854916,42799092001,N
854916,42799092002,N
854916,42799092030,N
854916,43063013590,N
854916,50090079600,N
854916,67296126803,N
854916,71335116101,N
854916,71335116102,N
854916,71335116103,N
854918,51285004702,N
854919,00093324201,N
854919,00185070401,N
854919,00185070405,N
854919,00185070430,N
854919,00378050301,N
854919,00378050305,N
854919,00378050310,N
854919,29300018801,N
854919,29300018805,N
854919,29300018810,N
854919,29300018813,N
854919,42799092101,N
854919,42799092102,N
854919,42799092130,N
854919,52959033710,N
854919,52959033730,N
854919,55289063030,N
854919,55289063090,N
854919,55887079290,N
854919,58864078430,N
854919,63629715001,N
854919,67296094701,N
854919,71335059501,N
854919,71335059502,N
854919,71335059503,N
854919,71335176901,N
854919,71335176902,N
854919,71335176903,N
854921,51285005002,N
854925,00054011225,N
854925,00527192001,N
854925,10135060001,N
854925,65862028801,N
854927,00032110301,N
854984,00054011025,N
854984,65862028601,N
854986,00032110101,N
854986,76234000001,N
854988,00054011125,N
854988,00527191901,N
854988,10135059901,N
854988,65862028701,N
854990,00032110201,N
856422,00378073101,N
856422,50111047301,N
856429,00378034701,N
856429,50111047401,N
856443,00143987201,N
856443,00143987210,N
856443,00781377771,N
856443,00781377795,N
856443,51662133801,N
856443,52584087210,N
856443,55390000310,N
856443,63323060401,N
856443,71872709601,N
856443,71872719501,N
856448,00115165901,N
856448,00115165903,N
856448,00378018201,N
856448,00378018210,N
856448,00591555401,N
856448,00591555410,N
856448,00603548221,N
856448,00603548232,N
856448,00615818639,N
856448,00904655061,N
856448,10544028260,N
856448,23155011001,N
856448,23155011010,N
856448,33358019230,N
856448,50090014601,N
856448,50090014605,N
856448,50268070011,N
856448,50268070015,N
856448,51079027701,N
856448,51079027720,N
856448,51407023501,N
856448,51407023510,N
856448,51655031852,N
856448,51655034826,N
856448,52959082730,N
856448,52959082758,N
856448,53002456000,N
856448,53002456003,N
856448,53002456100,N
856448,53002456101,N
856448,53002456103,N
856448,55887007401,N
856448,55887007430,N
856448,55887007460,N
856448,55887007490,N
856448,58864064556,N
856448,60687058701,N
856448,60687058711,N
856448,62584084280,N
856448,62584084285,N
856448,63187083903,N
856448,63187083930,N
856448,63187083960,N
856448,63187083990,N
856448,63629142301,N
856448,63629142302,N
856448,63629227401,N
856448,63629227501,N
856448,63874045402,N
856448,66267026190,N
856448,68788786003,N
856448,69292053001,N
856448,69292053010,N
856448,70518002200,N
856448,70518030900,N
856448,70518310200,N
856448,71205018530,N
856448,71205018560,N
856448,71205018590,N
856448,71205044630,N
856448,71205044660,N
856448,71205044690,N
856448,71205049930,N
856448,71205049960,N
856448,71205049990,N
856448,71335055401,N
856448,71335055402,N
856448,71335055403,N
856448,71335055404,N
856448,71335114001,N
856448,71335114002,N
856448,71335114003,N
856448,71335114004,N
856448,72189007430,N
856457,00115166001,N
856457,00115166003,N
856457,00378018301,N
856457,00378018310,N
856457,00591555501,N
856457,00591555510,N
856457,00603548321,N
856457,00603548332,N
856457,00615813439,N
856457,00904670506,N
856457,00904670561,N
856457,10544028430,N
856457,10544028490,N
856457,23155011101,N
856457,23155011110,N
856457,33358019330,N
856457,43353050860,N
856457,43353070160,N
856457,43353096160,N
856457,49999055530,N
856457,49999055560,N
856457,50090282900,N
856457,50090329601,N
856457,50090329606,N
856457,50090395301,N
856457,50090395306,N
856457,50268070111,N
856457,50268070115,N
856457,50436431302,N
856457,51079027801,N
856457,51079027820,N
856457,51407023601,N
856457,51407023610,N
856457,51655042626,N
856457,51655042652,N
856457,52959021201,N
856457,52959021210,N
856457,52959021220,N
856457,52959021245,N
856457,52959021250,N
856457,52959021260,N
856457,53002360001,N
856457,53002360003,N
856457,53808112601,N
856457,55289023301,N
856457,55289023312,N
856457,55289023330,N
856457,55289023360,N
856457,55289023390,N
856457,55700023114,N
856457,55700023130,N
856457,55700023160,N
856457,55700024714,N
856457,55700024730,N
856457,55700024760,N
856457,55700087260,N
856457,55887055901,N
856457,58864036330,N
856457,60687030601,N
856457,60687030611,N
856457,60687059801,N
856457,60687059811,N
856457,60760026260,N
856457,60760054560,N
856457,62584084380,N
856457,62584084385,N
856457,63629227601,N
856457,63629227701,N
856457,63629257001,N
856457,63629257002,N
856457,63629257003,N
856457,63629257004,N
856457,63629288201,N
856457,63874036802,N
856457,67296127203,N
856457,68071457303,N
856457,68071457306,N
856457,68071457309,N
856457,68071467709,N
856457,68788692803,N
856457,68788731103,N
856457,68788779103,N
856457,69292053201,N
856457,69292053210,N
856457,70518028700,N
856457,70518028701,N
856457,70518176100,N
856457,70518176101,N
856457,70518246400,N
856457,70518305300,N
856457,71335008201,N
856457,71335008202,N
856457,71335008203,N
856457,71335008204,N
856457,71335008205,N
856457,71335008206,N
856457,71335008207,N
856457,71335066101,N
856457,71335066102,N
856457,71335066103,N
856457,71335066104,N
856457,71335066105,N
856457,71335066106,N
856457,71335066107,N
856457,71335112001,N
856457,71335112002,N
856457,71335112003,N
856457,71335112004,N
856457,71335112005,N
856457,71335112006,N
856457,71335112007,N
856457,71335171201,N
856457,71335171202,N
856457,71335171203,N
856457,71335171204,N
856457,71335171205,N
856457,71335171206,N
856457,71335171207,N
856457,71610033960,N
856460,00228278011,N
856460,00378622001,N
856460,00378622005,N
856460,00527411837,N
856460,00527411841,N
856460,42291052401,N
856460,42291052410,N
856460,43478090288,N
856460,50436090201,N
856460,51991081901,N
856460,51991081905,N
856460,52959054330,N
856460,60429012801,N
856460,60429012805,N
856460,60687023795,N
856460,62559053201,N
856460,63629206901,N
856460,65841074701,N
856460,65841074705,N
856460,65841074710,N
856460,65841074716,N
856460,65841074730,N
856460,65841074777,N
856460,68084091625,N
856460,68084091695,N
856460,68382016301,N
856460,68382016305,N
856460,68382016310,N
856460,68382016316,N
856460,68382016330,N
856460,68382016377,N
856460,70518146300,N
856460,71335090701,N
856460,71335090702,N
856460,71335090703,N
856460,71335090704,N
856460,71335090705,N
856462,24090047388,N
856462,62559052201,N
856462,62559060130,N
856462,62559060177,N
856462,76299042285,N
856471,24090045185,N
856471,62559059130,N
856471,62559059177,N
856481,00228278111,N
856481,00378626001,N
856481,00378626005,N
856481,00527411937,N
856481,00527411941,N
856481,42291052501,N
856481,42291052510,N
856481,43478090388,N
856481,51991082001,N
856481,51991082005,N
856481,55700012130,N
856481,60429012901,N
856481,60429012905,N
856481,62559053301,N
856481,63629207001,N
856481,65841074801,N
856481,65841074805,N
856481,65841074810,N
856481,65841074816,N
856481,65841074830,N
856481,65841074877,N
856481,68084093233,N
856481,68382016401,N
856481,68382016405,N
856481,68382016410,N
856481,68382016416,N
856481,68382016430,N
856481,68382016477,N
856483,24090047988,N
856483,62559052301,N
856519,00115166101,N
856519,00115166103,N
856519,00378018401,N
856519,00378018410,N
856519,00591555601,N
856519,00591555610,N
856519,00603548421,N
856519,00603548432,N
856519,00615818739,N
856519,10544028590,N
856519,23155011201,N
856519,23155011210,N
856519,43063061590,N
856519,43063064730,N
856519,43063064790,N
856519,43353008460,N
856519,43353070660,N
856519,49999028630,N
856519,49999028660,N
856519,50268070211,N
856519,50268070215,N
856519,50436431402,N
856519,51079027901,N
856519,51079027920,N
856519,51407023701,N
856519,51407023710,N
856519,52959089560,N
856519,53002495000,N
856519,53002495003,N
856519,53002495100,N
856519,53002495103,N
856519,55289023401,N
856519,55289023430,N
856519,55289023490,N
856519,55700010390,N
856519,60687029501,N
856519,60687029511,N
856519,60687060901,N
856519,60687060911,N
856519,61919080830,N
856519,63629227801,N
856519,63629227901,N
856519,63874048602,N
856519,66267018130,N
856519,66267018190,N
856519,67296127303,N
856519,67296138003,N
856519,67544092960,N
856519,68071479403,N
856519,68788735001,N
856519,68788735003,N
856519,68788735006,N
856519,68788735009,N
856519,69292053401,N
856519,69292053410,N
856519,70518016400,N
856519,70518016401,N
856519,70518242900,N
856519,70934058130,N
856519,70934058190,N
856519,71335047201,N
856519,71335047202,N
856519,71335047203,N
856519,71335047204,N
856519,71335047205,N
856519,71335047206,N
856519,71335047207,N
856535,00228277811,N
856535,00378616001,N
856535,00378616005,N
856535,00527411637,N
856535,00527411641,N
856535,42291052201,N
856535,42291052210,N
856535,43478090088,N
856535,50436431501,N
856535,51991081701,N
856535,51991081705,N
856535,60429012601,N
856535,60429012605,N
856535,60687021501,N
856535,60687021511,N
856535,61919048830,N
856535,61919079430,N
856535,62559053001,N
856535,63629184201,N
856535,63629196801,N
856535,63629207101,N
856535,65841074501,N
856535,65841074505,N
856535,65841074510,N
856535,65841074516,N
856535,65841074530,N
856535,65841074577,N
856535,68084020901,N
856535,68084020911,N
856535,68084050301,N
856535,68084050311,N
856535,68382016101,N
856535,68382016105,N
856535,68382016110,N
856535,68382016116,N
856535,68382016130,N
856535,68382016177,N
856535,68788685503,N
856535,70518165400,N
856535,71335023401,N
856535,71335023402,N
856535,71335023403,N
856535,71335023404,N
856535,71335073101,N
856535,71335073102,N
856535,71335073103,N
856535,71335073104,N
856535,71335176501,N
856535,71335176502,N
856535,71335176503,N
856535,71335176504,N
856537,24090047088,N
856537,62559052001,N
856556,00115169301,N
856556,00378018701,N
856556,00603548521,N
856556,23155011301,N
856556,51407023901,N
856556,58864068030,N
856556,63629228001,N
856556,69292053601,N
856556,69292053610,N
856569,00228277911,N
856569,00378618001,N
856569,00378618005,N
856569,00527411737,N
856569,00527411741,N
856569,10544028630,N
856569,42291052301,N
856569,42291052310,N
856569,43478090188,N
856569,50090042000,N
856569,50090150100,N
856569,51991081801,N
856569,51991081805,N
856569,55700013630,N
856569,60429012701,N
856569,60429012705,N
856569,60687022601,N
856569,60687022611,N
856569,60760053830,N
856569,61919048930,N
856569,62559053101,N
856569,63629207201,N
856569,65841074601,N
856569,65841074605,N
856569,65841074610,N
856569,65841074616,N
856569,65841074630,N
856569,65841074677,N
856569,68084021001,N
856569,68084021011,N
856569,68084050411,N
856569,68382016201,N
856569,68382016205,N
856569,68382016210,N
856569,68382016216,N
856569,68382016230,N
856569,68382016277,N
856569,72189001830,N
856571,24090047188,N
856571,62559052101,N
856571,62559060030,N
856571,62559060077,N
856571,76299042085,N
856576,24090045085,N
856576,62559059030,N
856576,62559059077,N
856578,00115166201,N
856578,00115166202,N
856578,00378018501,N
856578,00378018505,N
856578,00591555701,N
856578,00591555705,N
856578,00603548621,N
856578,00603548628,N
856578,23155011401,N
856578,23155011405,N
856578,51407023801,N
856578,51407023805,N
856578,63629228101,N
856578,63629228201,N
856578,63629358701,N
856578,63629358702,N
856578,63629358703,N
856578,63629358704,N
856578,68071507101,N
856578,69292053801,N
856578,69292053810,N
856578,69292053850,N
856578,70518083300,N
856578,70518083301,N
856578,70518083302,N
856578,71335083201,N
856578,71335083202,N
856578,71335083203,N
856578,71335083204,N
856578,71335095501,N
856578,71335095502,N
856578,71335095503,N
856578,71335095504,N
856724,00054372763,N
856724,17856372801,N
856733,00054373063,N
857166,00185034101,N
857166,23155006001,N
857166,57237002601,N
857166,57237002630,N
857166,63629699301,N
857166,65862030801,N
857166,65862030830,N
857166,65862030899,N
857166,68462055401,N
857166,68462055410,N
857166,68462055430,N
857166,69097097207,N
857169,00093722210,N
857169,00093722298,N
857169,00185004109,N
857169,00185004110,N
857169,00440555000,N
857169,00440555030,N
857169,00440555045,N
857169,00440555060,N
857169,00440555081,N
857169,00440555085,N
857169,00440555090,N
857169,16571077009,N
857169,16571077010,N
857169,24658010010,N
857169,24658010090,N
857169,31722020010,N
857169,31722020090,N
857169,43547038609,N
857169,43547038611,N
857169,50090378000,N
857169,50268032711,N
857169,50268032715,N
857169,58864077490,N
857169,63304077510,N
857169,63304077590,N
857169,63629766301,N
857169,63629766302,N
857169,63629766303,N
857169,63629766304,N
857169,63629766305,N
857169,63629766306,N
857169,63629766307,N
857169,65862047130,N
857169,65862047190,N
857169,65862047199,N
857169,68505251002,N
857169,68505251004,N
857169,69097085605,N
857169,69097085615,N
857169,71335038101,N
857169,71335038102,N
857169,71335038103,N
857169,71335038104,N
857169,71335087302,N
857169,76282020010,N
857169,76282020090,N
857171,00087015846,N
857171,58864010430,N
857174,00185034201,N
857174,23155006101,N
857174,57237002701,N
857174,57237002730,N
857174,65862030901,N
857174,65862030930,N
857174,65862030999,N
857174,68462055501,N
857174,68462055510,N
857174,68462055530,N
857174,69097097307,N
857183,00093722310,N
857183,00093722398,N
857183,00185004209,N
857183,00185004210,N
857183,00440555100,N
857183,00440555130,N
857183,00440555145,N
857183,00440555160,N
857183,00440555181,N
857183,00440555185,N
857183,00440555190,N
857183,16571077109,N
857183,16571077110,N
857183,24658010110,N
857183,24658010190,N
857183,31722020110,N
857183,31722020190,N
857183,35356096130,N
857183,35356096160,N
857183,35356096190,N
857183,43547038709,N
857183,43547038711,N
857183,50268032811,N
857183,50268032815,N
857183,63304077610,N
857183,63304077690,N
857183,63629699401,N
857183,63629699402,N
857183,65862047230,N
857183,65862047290,N
857183,65862047299,N
857183,67544043115,N
857183,67544043130,N
857183,67544043145,N
857183,67544043153,N
857183,67544043160,N
857183,67544043170,N
857183,67544043173,N
857183,67544043180,N
857183,67544043192,N
857183,67544043194,N
857183,68788733301,N
857183,68788733303,N
857183,68788733306,N
857183,68788733309,N
857183,68788771701,N
857183,68788771703,N
857183,68788771706,N
857183,68788771709,N
857183,69097085705,N
857183,69097085715,N
857183,71335018701,N
857183,71335018702,N
857183,71335111501,N
857183,71335111502,N
857183,76282020110,N
857183,76282020190,N
857187,00093722410,N
857187,00185004709,N
857187,00185004710,N
857187,00440555200,N
857187,00440555230,N
857187,00440555245,N
857187,00440555260,N
857187,00440555281,N
857187,00440555285,N
857187,00440555290,N
857187,16571077209,N
857187,16571077210,N
857187,24658010210,N
857187,24658010290,N
857187,31722020210,N
857187,31722020290,N
857187,43353087045,N
857187,43547038809,N
857187,43547038811,N
857187,50090250000,N
857187,50090250001,N
857187,50268032911,N
857187,50268032915,N
857187,63304077710,N
857187,63304077790,N
857187,63629729301,N
857187,63629729302,N
857187,63629729303,N
857187,65862047330,N
857187,65862047390,N
857187,65862047399,N
857187,67544031130,N
857187,69097085805,N
857187,69097085815,N
857187,70934063230,N
857187,76282020210,N
857187,76282020290,N
857189,00087120213,N
857189,58864051015,N
858583,67286081303,N
858583,67286081304,N
858589,67286081403,N
858599,00143963401,N
858599,00143963410,N
858599,51662142801,N
858601,10122031301,N
858601,10122031310,N
858601,10122031401,N
858601,10122031410,N
858601,43066000910,N
858601,43066002110,N
858601,43066002610,N
858603,00143963301,N
858603,00143963310,N
858605,10122032501,N
858605,10122032510,N
858605,43066001610,N
858605,43066002410,N
858605,43066002810,N
858607,00143954201,N
858607,00143954210,N
858607,00143959301,N
858607,00143959310,N
858607,00143968901,N
858607,00143968910,N
858607,00517073501,N
858607,00517073510,N
858607,00703831501,N
858607,00703831503,N
858607,00781320470,N
858607,00781320495,N
858607,41616088240,N
858607,41616088244,N
858607,47335088240,N
858607,47335088244,N
858607,51662148201,N
858607,55150018301,N
858607,55150018310,N
858607,55648063101,N
858607,64679063101,N
858607,64679063102,N
858607,64679063103,N
858607,67457022400,N
858607,67457022410,N
858607,72572047001,N
858607,72572047010,N
858609,67286081201,N
858613,00378102005,N
858613,00378102077,N
858613,00555106902,N
858613,24658075090,N
858613,42806050101,N
858613,42806050105,N
858613,42806050109,N
858613,42806050110,N
858616,00378143005,N
858616,00378143077,N
858616,00555107002,N
858616,24658075190,N
858616,42806050201,N
858616,42806050205,N
858616,42806050209,N
858616,42806050210,N
858804,00093002601,N
858804,00093002610,N
858804,00172419510,N
858804,00185011401,N
858804,00185011410,N
858804,00185011450,N
858804,00378105101,N
858804,00378105105,N
858804,00904560961,N
858804,15338020030,N
858804,16714044201,N
858804,16714044202,N
858804,23155070401,N
858804,23155070410,N
858804,35356054130,N
858804,49158050050,N
858804,51079095001,N
858804,51079095020,N
858804,51672403701,N
858804,51672403703,N
858804,55700003230,N
858804,55700003260,N
858804,55700003290,N
858804,60429018310,N
858804,60429018330,N
858804,60429018390,N
858804,60505004907,N
858804,60505004909,N
858804,61919081330,N
858804,61919081390,N
858804,63304083401,N
858804,63629789501,N
858804,63629789502,N
858804,63739032205,N
858804,64679092301,N
858804,64679092302,N
858804,64679092303,N
858804,64679092304,N
858804,64679092307,N
858804,64679092309,N
858804,64679092310,N
858804,66685030100,N
858804,66685030102,N
858804,68071193603,N
858804,68071193609,N
858804,68071317303,N
858804,68071317309,N
858804,68682071001,N
858804,68682071010,N
858804,69043003501,N
858804,69043003599,N
858804,70518244500,N
858804,71335114101,N
858804,71335114102,N
858804,71335142701,N
858804,71335142702,N
858806,00187014030,N
858806,00187014090,N
858810,00093002901,N
858810,00093002910,N
858810,00172419810,N
858810,00185021401,N
858810,00185021410,N
858810,00185021450,N
858810,00378105401,N
858810,00378105405,N
858810,00904561161,N
858810,10544063330,N
858810,15338023330,N
858810,16714044501,N
858810,16714044502,N
858810,23155077301,N
