RXCUI,NDC,SUPPRESS
310429,68788726509,N
310429,69315011601,N
310429,69315011610,N
310429,70518005000,N
310429,70518005001,N
310429,70518005002,N
310429,70518005003,N
310429,70518005004,N
310429,70518306100,N
310429,70529006108,N
310429,70529006201,N
310429,70934011130,N
310429,70934011190,N
310429,70934041230,N
310429,70934041290,N
310429,71335038401,N
310429,71335038402,N
310429,71335038403,N
310429,71335038404,N
310429,71335038405,N
310429,71335038406,N
310429,71335038407,N
310429,71335038408,N
310429,71335038409,N
310429,71335060101,N
310429,71335060102,N
310429,71335060103,N
310429,71335060104,N
310429,71335060105,N
310429,71335060106,N
310429,71335060107,N
310429,71335060108,N
310429,71335060109,N
310429,71335085201,N
310429,71335085202,N
310429,71335085203,N
310429,71335085204,N
310429,71335085205,N
310429,71335085206,N
310429,71335085207,N
310429,71335085208,N
310429,71335085209,N
310429,71335163201,N
310429,71335163202,N
310429,71335163203,N
310429,71335163204,N
310429,71335163205,N
310429,71335163206,N
310429,71335163207,N
310429,71335163208,N
310429,71335163209,N
310429,71610009630,N
310429,71610009645,N
310429,71610009653,N
310429,71610009660,N
310429,71610009680,N
310429,71610028430,N
310429,71610028453,N
310429,71610028460,N
310429,71610028480,N
310429,71610030930,N
310429,71610030945,N
310429,71610030953,N
310429,71610030960,N
310429,71610030980,N
310429,71610030992,N
310429,72789003030,N
310429,72789003060,N
310792,00054025413,N
310792,00054025422,N
310792,00093823856,N
310792,00093823898,N
310792,00378303377,N
310792,00378303393,N
310792,00955104590,N
310792,29300021510,N
310792,29300021513,N
310792,29300021519,N
310792,33342005706,N
310792,33342005707,N
310792,33342005710,N
310792,33342005715,N
310792,33342005739,N
310792,42291034290,N
310792,42658014101,N
310792,42658014104,N
310792,42658014107,N
310792,43547033003,N
310792,43547033009,N
310792,43547033050,N
310792,46708044210,N
310792,46708044230,N
310792,46708044290,N
310792,46708044291,N
310792,60505360303,N
310792,60505360309,N
310792,62332005110,N
310792,62332005130,N
310792,62332005190,N
310792,62332005191,N
310792,63187065330,N
310792,63187065360,N
310792,63187065390,N
310792,63187098130,N
310792,63187098160,N
310792,63187098190,N
310792,63629746801,N
310792,63629746802,N
310792,63629746803,N
310792,65862062905,N
310792,65862062930,N
310792,65862062990,N
310792,65862062999,N
310792,68180041306,N
310792,68180041309,N
310792,70518201300,N
310792,70518224700,N
310792,71205006330,N
310792,71205006360,N
310792,71205006390,N
310792,71335109701,N
310792,71335109702,N
310792,71335109703,N
310792,71335139201,N
310792,71335139202,N
310792,71335139203,N
310793,00054025513,N
310793,00054025522,N
310793,00093823256,N
310793,00093823298,N
310793,00378303477,N
310793,00378303493,N
310793,00955104690,N
310793,29300021610,N
310793,29300021613,N
310793,29300021619,N
310793,33342005806,N
310793,33342005807,N
310793,33342005810,N
310793,33342005815,N
310793,33342005839,N
310793,42291034390,N
310793,42658014201,N
310793,42658014204,N
310793,42658014207,N
310793,43547033103,N
310793,43547033109,N
310793,43547033150,N
310793,46708044310,N
310793,46708044330,N
310793,46708044390,N
310793,46708044391,N
310793,60505360403,N
310793,60505360409,N
310793,62332005210,N
310793,62332005230,N
310793,62332005290,N
310793,62332005291,N
310793,65862063005,N
310793,65862063030,N
310793,65862063090,N
310793,65862063099,N
310793,68180041406,N
310793,68180041409,N
310793,70518138600,N
310793,70518261900,N
310796,00378054277,N
310796,43386071003,N
310796,43386071005,N
310796,43386071009,N
310796,59762022201,N
310796,60505340905,N
310796,60505340909,N
310796,65862016190,N
310796,69097082805,N
310797,00378054377,N
310797,31722037590,N
310797,43386071103,N
310797,43386071105,N
310797,43386071109,N
310797,59762022001,N
310797,60505341005,N
310797,60505341009,N
310797,65862016230,N
310797,65862016290,N
310797,69097082905,N
310798,00172208360,N
310798,00172208380,N
310798,00378360101,N
310798,00378360110,N
310798,00440159590,N
310798,00440759590,N
310798,00527141301,N
310798,00527141310,N
310798,00615797405,N
310798,00615797430,N
310798,00615797439,N
310798,10544002830,N
310798,10544004730,N
310798,10544004790,N
310798,10544019830,N
310798,16729018301,N
310798,16729018317,N
310798,23155000801,N
310798,23155000805,N
310798,23155000810,N
310798,23155000818,N
310798,23155004701,N
310798,23155004710,N
310798,23155013801,N
310798,23155013810,N
310798,29300012801,N
310798,29300012805,N
310798,29300012810,N
310798,29300012850,N
310798,33358016420,N
310798,33358016430,N
310798,35356070230,N
310798,35356070260,N
310798,35356070290,N
310798,42708002830,N
310798,42708007930,N
310798,43063001001,N
310798,43063001012,N
310798,43063001030,N
310798,43063001045,N
310798,43063001060,N
310798,43063001090,N
310798,43063001098,N
310798,43063075001,N
310798,43063075030,N
310798,43063075060,N
310798,43063075090,N
310798,43063075501,N
310798,43063075507,N
310798,43063075530,N
310798,43063075560,N
310798,43063075590,N
310798,43063075595,N
310798,43063093301,N
310798,43353024130,N
310798,43353024145,N
310798,43353024160,N
310798,43353071915,N
310798,43353071930,N
310798,43353071945,N
310798,43353071953,N
310798,43353071960,N
310798,43353071965,N
310798,43353071973,N
310798,43353071980,N
310798,43353073215,N
310798,43353073230,N
310798,43353073245,N
310798,43353073253,N
310798,43353073260,N
310798,43547039701,N
310798,43547039703,N
310798,43547039705,N
310798,43547039710,N
310798,43547039711,N
310798,43547039715,N
310798,43547039750,N
310798,49999016710,N
310798,50090014000,N
310798,50090014001,N
310798,50090014008,N
310798,50090014100,N
310798,50090270600,N
310798,50090272700,N
310798,50090272701,N
310798,50090272708,N
310798,50090505700,N
310798,50090533300,N
310798,50111088601,N
310798,50111088603,N
310798,50228011110,N
310798,50228011130,N
310798,50436392201,N
310798,51407033101,N
310798,51407033110,N
310798,51407033190,N
310798,51655012624,N
310798,52959013200,N
310798,52959013230,N
310798,52959013260,N
310798,53002497000,N
310798,53002497001,N
310798,53002497003,N
310798,53808111101,N
310798,54458097010,N
310798,55154148300,N
310798,55289013601,N
310798,55289013606,N
310798,55289013612,N
310798,55289013616,N
310798,55289013620,N
310798,55289013630,N
310798,55289013645,N
310798,55289013660,N
310798,55289013690,N
310798,55289013698,N
310798,55700000630,N
310798,55700000660,N
310798,55700000690,N
310798,55700030130,N
310798,55700030160,N
310798,55700030190,N
310798,55700075830,N
310798,55700075890,N
310798,55700084330,N
310798,55700084390,N
310798,58118012308,N
310798,58864025001,N
310798,58864025030,N
310798,58864025060,N
310798,58864025090,N
310798,60429021401,N
310798,60429021490,N
310798,60429021890,N
310798,60429087710,N
310798,60429088901,N
310798,60429088910,N
310798,60429088990,N
310798,60505264001,N
310798,60505264007,N
310798,60505264008,N
310798,60687059301,N
310798,60687059311,N
310798,60760019930,N
310798,60760019990,N
310798,60760031530,N
310798,60760031590,N
310798,60760041330,N
310798,60760043030,N
310798,60760043090,N
310798,61919029303,N
310798,61919029315,N
310798,61919029320,N
310798,61919029330,N
310798,61919029360,N
310798,61919029390,N
310798,61919069590,N
310798,63187007430,N
310798,63187007490,N
310798,63187026710,N
310798,63187036700,N
310798,63187036703,N
310798,63187036710,N
310798,63187036730,N
310798,63187036760,N
310798,63187036790,N
310798,63187044030,N
310798,63187044060,N
310798,63187044090,N
310798,63304091401,N
310798,63304091410,N
310798,63629121801,N
310798,63629121901,N
310798,63629140001,N
310798,63629140002,N
310798,63629140003,N
310798,63629140004,N
310798,63629140005,N
310798,63629140006,N
310798,63629140007,N
310798,63629823301,N
310798,63629823302,N
310798,63739012810,N
310798,63874036402,N
310798,64125013101,N
310798,64125013110,N
310798,65243003903,N
310798,65862013301,N
310798,65862013399,N
310798,66267010614,N
310798,66267010630,N
310798,66267010660,N
310798,66267010690,N
310798,66267010691,N
310798,67046027707,N
310798,67046027714,N
310798,67046027715,N
310798,67046027720,N
310798,67046027721,N
310798,67046027728,N
310798,67046027730,N
310798,67046027760,N
310798,67046027807,N
310798,67046027814,N
310798,67046027815,N
310798,67046027820,N
310798,67046027821,N
310798,67046027828,N
310798,67046027830,N
310798,67046027860,N
310798,67296061301,N
310798,67296061309,N
310798,67296117403,N
310798,67296150803,N
310798,67296168203,N
310798,67544036915,N
310798,67544036930,N
310798,68071173601,N
310798,68071241101,N
310798,68071241102,N
310798,68071241103,N
310798,68071241106,N
310798,68071241109,N
310798,68071443801,N
310798,68071481901,N
310798,68071493309,N
310798,68071496309,N
310798,68071521102,N
310798,68071527301,N
310798,68084008611,N
310798,68387053730,N
310798,68645051001,N
310798,68645051054,N
310798,68645051070,N
310798,68788684400,N
310798,68788684401,N
310798,68788684403,N
310798,68788684406,N
310798,68788684409,N
310798,68788764800,N
310798,68788764801,N
310798,68788764803,N
310798,68788764806,N
310798,68788764809,N
310798,68788996500,N
310798,68788996501,N
310798,68788996503,N
310798,68788996506,N
310798,68788996509,N
310798,69315013101,N
310798,69315013110,N
310798,69315013150,N
310798,69367012204,N
310798,69367012207,N
310798,69584036110,N
310798,69584036190,N
310798,69584036195,N
310798,70518021000,N
310798,70518021001,N
310798,70518021002,N
310798,70518021003,N
310798,70518172800,N
310798,70518172801,N
310798,70518172802,N
310798,70518300200,N
310798,70518300201,N
310798,70934007430,N
310798,70934007490,N
310798,70934078930,N
310798,70934078990,N
310798,71205041930,N
310798,71205041960,N
310798,71205041990,N
310798,71335026900,N
310798,71335026901,N
310798,71335026902,N
310798,71335026903,N
310798,71335026904,N
310798,71335026905,N
310798,71335026906,N
310798,71335026907,N
310798,71335026908,N
310798,71335026909,N
310798,71335065200,N
310798,71335065201,N
310798,71335065202,N
310798,71335065203,N
310798,71335065204,N
310798,71335065205,N
310798,71335065206,N
310798,71335065207,N
310798,71335065208,N
310798,71335065209,N
310798,71335102701,N
310798,71335102702,N
310798,71335102703,N
310798,71335135000,N
310798,71335135001,N
310798,71335135002,N
310798,71335135003,N
310798,71335135004,N
310798,71335135005,N
310798,71335135006,N
310798,71335135007,N
310798,71335135008,N
310798,71335135009,N
310798,71335148100,N
310798,71335148101,N
310798,71335148102,N
310798,71335148103,N
310798,71335148104,N
310798,71335148105,N
310798,71335148106,N
310798,71335148107,N
310798,71335148108,N
310798,71335148109,N
310798,71335161000,N
310798,71335161001,N
310798,71335161002,N
310798,71335161003,N
310798,71335161004,N
310798,71335161005,N
310798,71335161006,N
310798,71335161007,N
310798,71335161008,N
310798,71335161009,N
310798,71610001415,N
310798,71610001430,N
310798,71610001445,N
310798,71610001453,N
310798,71610001460,N
310798,71610026115,N
310798,71610048815,N
310798,71610048830,N
310798,71610048845,N
310798,71610048853,N
310798,71610048860,N
310798,76282015401,N
310798,76282015405,N
310798,76282015410,N
310798,76282015490,N
310809,00378054477,N
310809,43386071203,N
310809,43386071205,N
310809,43386071209,N
310809,59762022301,N
310809,60505341105,N
310809,60505341109,N
310809,65862016390,N
310809,69097083105,N
310812,00378135201,N
310812,00378135205,N
310812,00555064302,N
310812,00555064304,N
310812,00591042401,N
310812,00591042405,N
310812,00781506801,N
310812,00781506805,N
310812,10544004930,N
310812,10544029190,N
310812,10544053630,N
310812,33358034930,N
310812,42291084250,N
310812,43063042430,N
310812,43063042490,N
310812,50090127000,N
310812,50090127001,N
310812,50090127002,N
310812,50090127100,N
310812,50090127101,N
310812,50090127102,N
310812,50111053401,N
310812,50111053402,N
310812,51655063052,N
310812,52959097730,N
310812,53002125200,N
310812,53002125203,N
310812,55289009015,N
310812,55289009030,N
310812,55289009090,N
310812,55700019190,N
310812,55700039430,N
310812,55700039490,N
310812,55887058801,N
310812,60505265601,N
310812,60505265605,N
310812,60505265607,N
310812,61919033830,N
310812,63629264701,N
310812,63629671201,N
310812,66267028730,N
310812,67296109403,N
310812,67544040830,N
310812,67544040831,N
310812,67544040845,N
310812,67544040860,N
310812,67544040874,N
310812,68001021600,N
310812,68001021603,N
310812,68001032700,N
310812,68001032703,N
310812,68001038700,N
310812,68001038703,N
310812,68071181901,N
310812,68071183401,N
310812,68071237109,N
310812,68084075011,N
310812,68084075021,N
310812,68084075025,N
310812,68084075095,N
310812,68382085601,N
310812,68382085605,N
310812,68382085610,N
310812,68382085630,N
310812,68382085677,N
310812,68788752601,N
310812,68788752603,N
310812,68788752606,N
310812,68788752609,N
310812,68788789301,N
310812,68788789303,N
310812,68788789306,N
310812,68788789309,N
310812,70518087500,N
310812,70518166200,N
310812,70771136100,N
310812,70771136101,N
310812,70771136104,N
310812,70771136105,N
310812,70934015930,N
310812,71335096801,N
310812,71335096802,N
310812,71335096803,N
310812,72789018390,N
310818,00378135501,N
310818,00378135505,N
310818,00555044402,N
310818,00555044404,N
310818,00591034801,N
310818,00591034805,N
310818,00591034810,N
310818,00781506701,N
310818,00781506705,N
310818,10544053730,N
310818,43063044290,N
310818,49999009400,N
310818,50090037200,N
310818,50090037202,N
310818,50090037205,N
310818,50090183400,N
310818,50090183402,N
310818,50090183405,N
310818,50111050501,N
310818,50111050502,N
310818,51079043301,N
310818,51079043320,N
310818,51655063126,N
310818,51655063152,N
310818,55289048801,N
310818,55289048815,N
310818,55289048830,N
310818,55289048890,N
310818,55887099615,N
310818,55887099630,N
310818,55887099660,N
310818,60505265701,N
310818,60505265705,N
310818,60505265707,N
310818,63629258501,N
310818,63629258502,N
310818,63629258503,N
310818,63629258504,N
310818,63629258505,N
310818,63629640401,N
310818,63629819101,N
310818,67544010230,N
310818,67544010245,N
310818,67544010251,N
310818,67544010260,N
310818,68001021500,N
310818,68001021503,N
310818,68001032800,N
310818,68001032803,N
310818,68001038800,N
310818,68001038803,N
310818,68071468703,N
310818,68382085701,N
310818,68382085705,N
310818,68382085710,N
310818,68382085730,N
310818,68382085777,N
310818,68788699601,N
310818,68788699603,N
310818,68788699606,N
310818,68788699609,N
310818,70771136200,N
310818,70771136201,N
310818,70771136204,N
310818,70771136205,N
310818,70934046230,N
310818,71610043145,N
310818,71610043160,N
311353,00143126501,N
311353,00143126510,N
311353,00172375760,N
311353,00172375770,N
311353,00185060201,N
311353,00185060210,N
311353,00378207201,N
311353,00591040501,N
311353,00591040505,N
311353,00615825205,N
311353,00615825239,N
311353,10544062330,N
311353,16729019401,N
311353,16729019417,N
311353,16729037501,N
311353,16729037516,N
311353,16729037517,N
311353,24658024010,N
311353,24658024090,N
311353,31722041701,N
311353,31722041710,N
311353,35356097330,N
311353,35356097360,N
311353,35356097390,N
311353,43063013890,N
311353,43063081001,N
311353,43353007160,N
311353,43353027060,N
311353,43353064360,N
311353,43547035103,N
311353,43547035110,N
311353,43547035150,N
311353,43547041410,N
311353,43547041450,N
311353,50090243100,N
311353,50090243102,N
311353,51079025640,N
311353,52959097330,N
311353,55154468206,N
311353,55154628100,N
311353,60429020601,N
311353,60429020605,N
311353,60505018400,N
311353,60505268301,N
311353,61919071790,N
311353,63187078030,N
311353,63187078060,N
311353,63187078090,N
311353,63629524701,N
311353,63629524702,N
311353,63629524703,N
311353,64679092701,N
311353,64679092702,N
311353,64679092703,N
311353,64679092705,N
311353,65862003700,N
311353,65862003701,N
311353,65862003705,N
311353,65862003730,N
311353,65862003799,N
311353,66685070101,N
311353,66685070102,N
311353,67046041930,N
311353,67544006230,N
311353,68001021100,N
311353,68001021108,N
311353,68001027200,N
311353,68001027208,N
311353,68001033200,N
311353,68001033203,N
311353,68071189403,N
311353,68071189409,N
311353,68071487109,N
311353,68071504601,N
311353,68071507701,N
311353,68084076511,N
311353,68084076521,N
311353,68084076525,N
311353,68084076595,N
311353,68180051201,N
311353,68180051202,N
311353,68180051203,N
311353,68180051209,N
311353,68180051230,N
311353,68645055054,N
311353,68788682001,N
311353,68788682003,N
311353,68788682006,N
311353,68788682009,N
311353,68788725701,N
311353,68788725703,N
311353,68788725706,N
311353,68788725709,N
311353,69117003601,N
311353,69117003602,N
311353,69117003603,N
311353,69117003604,N
311353,69117003605,N
311353,70518131600,N
311353,70518131601,N
311353,70518179000,N
311353,70518179001,N
311353,70934063330,N
311353,70934072090,N
311353,71335049801,N
311353,71335049802,N
311353,71335049803,N
311353,71335138001,N
311353,71335138002,N
311353,71335138003,N
311353,72789010101,N
311353,76282041701,N
311353,76282041705,N
311353,76282041710,N
311353,76282041718,N
311353,76282041730,N
311353,76282041745,N
311353,76282041790,N
311354,00093111210,N
311354,00143971501,N
311354,00143971510,N
311354,00143971599,N
311354,00172375860,N
311354,00172375870,N
311354,00172375880,N
311354,00185060501,N
311354,00185060510,N
311354,00185540001,N
311354,00185540010,N
311354,00378207301,N
311354,00378207310,N
311354,00591040601,N
311354,00591040610,N
311354,00615825305,N
311354,00615825330,N
311354,00615825339,N
311354,00781166592,N
311354,00904581180,N
311354,00904679761,N
311354,10544058530,N
311354,16729019501,N
311354,16729037601,N
311354,16729037616,N
311354,16729037617,N
311354,24658024110,N
311354,24658024130,N
311354,24658024145,N
311354,24658024190,N
311354,31722041801,N
311354,31722041810,N
311354,33358021130,N
311354,35356087910,N
311354,35356087930,N
311354,35356087960,N
311354,35356087990,N
311354,43063007430,N
311354,43063007490,N
311354,43063081101,N
311354,43063081130,N
311354,43063081190,N
311354,43353017945,N
311354,43353017960,N
311354,43353029830,N
311354,43353033330,N
311354,43353033345,N
311354,43353036515,N
311354,43353079330,N
311354,43547035210,N
311354,43547035211,N
311354,43547041503,N
311354,43547041504,N
311354,43547041509,N
311354,43547041510,N
311354,43547041511,N
311354,43547041525,N
311354,43547041550,N
311354,49999029500,N
311354,49999029510,N
311354,49999029530,N
311354,50090222800,N
311354,50090222803,N
311354,50090375700,N
311354,50090375703,N
311354,51079098101,N
311354,51079098120,N
311354,51079098130,N
311354,51079098140,N
311354,51079098160,N
311354,51655023226,N
311354,51655023252,N
311354,51655023552,N
311354,52959085420,N
311354,52959085430,N
311354,52959085490,N
311354,52959097530,N
311354,53002122500,N
311354,53002122503,N
311354,53002122506,N
311354,54458087710,N
311354,55154499200,N
311354,55154809600,N
311354,55289088430,N
311354,55289088490,N
311354,58864075330,N
311354,58864075390,N
311354,60429020701,N
311354,60429020710,N
311354,60505018500,N
311354,60505018501,N
311354,60505018507,N
311354,60505018509,N
311354,60505268401,N
311354,60505268408,N
311354,60505268409,N
311354,60760035790,N
311354,60760038090,N
311354,60760045590,N
311354,61919033230,N
311354,61919056190,N
311354,61919090930,N
311354,61919090990,N
311354,63187053430,N
311354,63187053460,N
311354,63187053490,N
311354,63629176101,N
311354,63629176102,N
311354,63629176103,N
311354,63629176104,N
311354,63629176105,N
311354,63629636501,N
311354,63629636502,N
311354,63629744501,N
311354,63629768201,N
311354,63629768202,N
311354,63629768203,N
311354,63629808201,N
311354,64679092801,N
311354,64679092802,N
311354,64679092803,N
311354,64679092805,N
311354,64679092806,N
311354,65862003800,N
311354,65862003801,N
311354,65862003805,N
311354,65862003830,N
311354,65862003899,N
311354,66267057830,N
311354,66267057860,N
311354,66267057890,N
311354,66685070201,N
311354,66685070202,N
311354,66685070203,N
311354,67046042430,N
311354,67296115403,N
311354,67544012815,N
311354,67544017330,N
311354,68001020700,N
311354,68001020708,N
311354,68001026708,N
311354,68001033300,N
311354,68001033308,N
311354,68071222403,N
311354,68071312303,N
311354,68071312306,N
311354,68071312309,N
311354,68071466001,N
311354,68071466003,N
311354,68071466006,N
311354,68071466009,N
311354,68071485801,N
311354,68071508901,N
311354,68084006001,N
311354,68084006011,N
311354,68084019601,N
311354,68084019611,N
311354,68180051301,N
311354,68180051302,N
311354,68180051303,N
311354,68180051305,N
311354,68180051309,N
311354,68180051330,N
311354,68645055154,N
311354,68788681101,N
311354,68788681103,N
311354,68788681106,N
311354,68788681109,N
311354,68788689801,N
311354,68788689803,N
311354,68788689806,N
311354,68788689809,N
311354,68788766601,N
311354,68788766603,N
311354,68788766606,N
311354,68788766609,N
311354,69117003701,N
311354,69117003702,N
311354,69117003703,N
311354,69117003704,N
311354,69117003705,N
311354,70518011700,N
311354,70518011701,N
311354,70518011702,N
311354,70518190600,N
311354,70518190601,N
311354,70518190602,N
311354,70518260000,N
311354,70518260001,N
311354,70882011030,N
311354,70934033830,N
311354,70934061330,N
311354,70934061390,N
311354,71205047130,N
311354,71205047160,N
311354,71205047190,N
311354,71335017601,N
311354,71335017602,N
311354,71335017603,N
311354,71335017604,N
311354,71335017605,N
311354,71335130601,N
311354,71335130602,N
311354,71335130603,N
311354,71335130604,N
311354,71335130605,N
311354,71610053645,N
311354,76282041801,N
311354,76282041805,N
311354,76282041810,N
311354,76282041818,N
311354,76282041830,N
311354,76282041845,N
311354,76282041890,N
311671,00185005501,N
311671,00185005510,N
311671,00378617301,N
311671,00527221637,N
311671,00904691561,N
311671,43353093109,N
311671,46708053331,N
311671,46708053391,N
311671,51079002401,N
311671,51079002420,N
311671,60687054701,N
311671,60687054711,N
311671,62332053331,N
311671,62332053391,N
311671,63629787501,N
311671,65580064471,N
311671,69292056401,N
311671,69292056410,N
311671,71610028609,N
311671,76385013701,N
311671,76519116600,N
311984,00378222201,N
311985,00378222301,N
312593,00093406701,N
312593,00093406710,N
312593,00247077259,N
312593,00247077290,N
312593,00378110101,N
312593,00378110110,N
312593,00904702061,N
312593,10135066601,N
312593,10135066610,N
312593,50090037901,N
312593,50090194801,N
312593,50090284500,N
312593,51079063001,N
312593,51079063020,N
312593,55154439100,N
312593,55154818100,N
312593,55289053601,N
312593,55289053660,N
312593,55700005214,N
312593,55700049214,N
312593,58864041530,N
312593,58864041590,N
312593,59762531001,N
312593,60429097101,N
312593,60429097110,N
312593,61919091060,N
312593,61919091090,N
312593,62559058001,N
312593,62559058010,N
